============================================================================================
Box Size: 2.25 X 1 X 0.8 M
Kinect Position: 0.6, 0.35, 0.35
Experiment Time: 10/07/2013 3:52:42 PM and Ticks:635167579620106840
============================================================================================
EVENTTYPE | EVENT# | HANDTYPE | X | Y | Z | TIME | STOPWATCH(ms) | SKELETON ID
SKT | IN | 0.7758616 | 0.002942692 | 1.963621 | 3:53:55PM | 73534 | 109
IN   |20|RH1|0.639246537172157|0.300174010087884|0.715089751085509|3:53:55PM|73534|132
IN   |21|RH2|0.734973327281458|0.265645620301868|1.79992893558805|3:53:55PM|73534|109
SKT | IN | -0.09274595 | 0.03068187 | 2.442728 | 3:53:55PM | 73563 | 132
SKT | IN | 0.7760927 | 0.0008117898 | 1.972132 | 3:53:55PM | 73563 | 109
IN   |20|RH1|0.649533762640535|0.29154757447914|0.695767474626481|3:53:55PM|73563|132
IN   |21|RH2|0.759846167268931|0.258723010469849|1.79946485381558|3:53:55PM|73563|109
SKT | IN | -0.09376232 | 0.02608257 | 2.44866 | 3:53:55PM | 73599 | 132
SKT | IN | 0.7761427 | -0.00168112 | 1.982412 | 3:53:55PM | 73599 | 109
IN   |20|RH1|0.669056370388247|0.279846820565251|0.6741102457715|3:53:55PM|73599|132
IN   |21|RH2|0.789021866655575|0.254845098591748|1.7984483561855|3:53:55PM|73599|109
SKT | IN | -0.09561303 | 0.02809829 | 2.457402 | 3:53:55PM | 73631 | 132
SKT | IN | 0.7718883 | 0.002002876 | 1.997883 | 3:53:55PM | 73631 | 109
IN   |20|RH1|0.68397827432042|0.270320182551884|0.659025203980261|3:53:55PM|73631|132
IN   |21|RH2|0.822953599565393|0.239266134808297|1.79768100597502|3:53:55PM|73631|109
SKT | IN | -0.09423229 | 0.02672401 | 2.455106 | 3:53:55PM | 73664 | 132
SKT | IN | 0.7713417 | -0.0008061213 | 2.012872 | 3:53:55PM | 73664 | 109
IN   |20|RH1|0.697080806036215|0.258929965539534|0.639265787048677|3:53:55PM|73664|132
IN   |21|RH2|0.874631662165649|0.248281121483077|1.79223945943812|3:53:55PM|73664|109
SKT | IN | -0.09575557 | 0.02713637 | 2.459959 | 3:53:55PM | 73701 | 132
SKT | IN | 0.7711161 | -0.005844256 | 2.025483 | 3:53:55PM | 73701 | 109
IN   |20|RH1|0.719169155378285|0.250691663808779|0.627051781838035|3:53:55PM|73701|132
IN   |21|RH2|0.876650948364916|0.193942974547358|1.79636541223214|3:53:55PM|73701|109
SKT | IN | -0.09695836 | 0.02420479 | 2.463456 | 3:53:55PM | 73734 | 132
SKT | IN | 0.7665504 | -0.006379035 | 2.041355 | 3:53:55PM | 73734 | 109
IN   |20|RH1|0.730623618630483|0.24108181167992|0.612648438381215|3:53:55PM|73734|132
IN   |21|RH2|0.898134906595923|0.168702472016133|1.79172495213527|3:53:55PM|73734|109
SKT | IN | -0.09564633 | 0.03699541 | 2.466704 | 3:53:55PM | 73766 | 132
SKT | IN | 0.7637428 | -0.005889004 | 2.059198 | 3:53:55PM | 73766 | 109
IN   |20|RH1|0.748757318915673|0.232246767148882|0.606595288573407|3:53:55PM|73766|132
IN   |21|RH2|0.955297907936039|0.157231693012293|1.77871468846092|3:53:55PM|73766|109
SKT | IN | -0.0945995 | 0.02447643 | 2.471208 | 3:53:55PM | 73796 | 132
SKT | IN | 0.7573427 | -0.01268405 | 2.077992 | 3:53:55PM | 73796 | 109
IN   |20|RH1|0.771481292203342|0.222523812360989|0.594904790967137|3:53:55PM|73796|132
IN   |21|RH2|0.9870649193102|0.141290714302411|1.7656795100446|3:53:55PM|73796|109
SKT | IN | -0.09731705 | 0.03969531 | 2.478231 | 3:53:55PM | 73827 | 132
SKT | IN | 0.7511824 | -0.009813236 | 2.098492 | 3:53:55PM | 73827 | 109
IN   |20|RH1|0.787514524761328|0.218015469747935|0.588792334536722|3:53:55PM|73827|132
EXIT |21|RH2|1.03673090787336|0.132457040532094|1.7493995739183|3:53:55PM|73827|109
SKT | IN | -0.09548301 | 0.03842212 | 2.480204 | 3:53:55PM | 73863 | 132
SKT | OUT | 0.7455086 | -0.01374209 | 2.119349 | 3:53:55PM | 73863 | 109
IN   |20|RH1|0.838058191737744|0.226633695691928|0.594321738321576|3:53:55PM|73863|132
SKT | IN | -0.09698639 | 0.03955376 | 2.484689 | 3:53:55PM | 73896 | 132
SKT | OUT | 0.7392508 | -0.01168149 | 2.138126 | 3:53:55PM | 73896 | 109
IN   |20|RH1|0.852462906156042|0.216195263406104|0.586025367667754|3:53:55PM|73896|132
SKT | IN | -0.09462845 | 0.0401323 | 2.490384 | 3:53:55PM | 73927 | 132
SKT | OUT | 0.7335337 | -0.01812217 | 2.158937 | 3:53:55PM | 73927 | 109
IN   |20|RH1|0.87289871668606|0.199080272837633|0.583788584123491|3:53:55PM|73927|132
SKT | IN | -0.09420253 | 0.04003422 | 2.495799 | 3:53:55PM | 73963 | 132
SKT | OUT | 0.7249223 | -0.01599286 | 2.179128 | 3:53:55PM | 73963 | 109
IN   |20|RH1|0.883654971114296|0.192340048679337|0.58325804317091|3:53:55PM|73963|132
SKT | IN | -0.0944438 | 0.03860024 | 2.499967 | 3:53:56PM | 73996 | 132
SKT | OUT | 0.7157297 | -0.0197146 | 2.197305 | 3:53:56PM | 73996 | 109
IN   |20|RH1|0.911571164725016|0.178569311980983|0.582977543707609|3:53:56PM|73996|132
SKT | IN | -0.09318396 | 0.03910912 | 2.501512 | 3:53:56PM | 74027 | 132
SKT | OUT | 0.7090642 | -0.01733048 | 2.213961 | 3:53:56PM | 74027 | 109
IN   |20|RH1|0.923746009729512|0.179113429489249|0.58609540312661|3:53:56PM|74027|132
SKT | IN | -0.0940642 | 0.03259837 | 2.505652 | 3:53:56PM | 74062 | 132
SKT | OUT | 0.7055367 | -0.01723403 | 2.228758 | 3:53:56PM | 74062 | 109
IN   |20|RH1|0.983764669662428|0.205211879235924|0.623443137765226|3:53:56PM|74063|132
SKT | IN | -0.09416214 | 0.03686662 | 2.508456 | 3:53:56PM | 74094 | 132
SKT | OUT | 0.698538 | -0.02017735 | 2.243543 | 3:53:56PM | 74094 | 109
IN   |20|RH1|0.957833906812012|0.176298706445381|0.586066912105901|3:53:56PM|74094|132
SKT | IN | -0.09496075 | 0.03571671 | 2.511327 | 3:53:56PM | 74131 | 132
SKT | OUT | 0.6939492 | -0.01450759 | 2.254292 | 3:53:56PM | 74131 | 109
SKT | IN | -0.09435196 | 0.0286008 | 2.513553 | 3:53:56PM | 74163 | 132
SKT | OUT | 0.6868704 | -0.01248014 | 2.265095 | 3:53:56PM | 74163 | 109
SKT | IN | -0.09604555 | 0.03216893 | 2.515083 | 3:53:56PM | 74195 | 132
SKT | OUT | 0.6815189 | -0.01050107 | 2.274822 | 3:53:56PM | 74195 | 109
EXIT |20|RH1|1.05973770520659|0.184211139613927|0.662106287332782|3:53:56PM|74195|132
SKT | OUT | -0.09707635 | 0.03095364 | 2.51824 | 3:53:56PM | 74230 | 132
SKT | OUT | 0.6801954 | -0.01030791 | 2.281526 | 3:53:56PM | 74230 | 109
SKT | OUT | -0.1013628 | 0.02528972 | 2.521102 | 3:53:56PM | 74265 | 132
SKT | OUT | 0.6770999 | -0.005759568 | 2.287473 | 3:53:56PM | 74265 | 109
SKT | OUT | -0.09935904 | 0.03004409 | 2.519217 | 3:53:56PM | 74294 | 132
SKT | OUT | 0.6719864 | -0.007880201 | 2.293169 | 3:53:56PM | 74294 | 109
SKT | OUT | -0.1005706 | 0.02914846 | 2.521478 | 3:53:56PM | 74331 | 132
SKT | OUT | 0.6682536 | -0.005451265 | 2.297478 | 3:53:56PM | 74331 | 109
SKT | OUT | -0.1009063 | 0.02932521 | 2.520887 | 3:53:56PM | 74362 | 132
SKT | OUT | 0.6663218 | -0.008795007 | 2.299872 | 3:53:56PM | 74362 | 109
SKT | OUT | -0.09915794 | 0.03056284 | 2.521198 | 3:53:56PM | 74398 | 132
SKT | OUT | 0.6636685 | -0.007795389 | 2.303084 | 3:53:56PM | 74398 | 109
ENTER|22|LH1|0.987173161347448|0.178744665056226|0.247579966417894|3:53:56PM|74398|132
SKT | IN | -0.1068661 | 0.02769827 | 2.52354 | 3:53:56PM | 74430 | 132
SKT | OUT | 0.6614027 | -0.01240157 | 2.305199 | 3:53:56PM | 74430 | 109
IN   |22|LH1|0.91437562292685|0.184935720750992|0.263142411619951|3:53:56PM|74430|132
SKT | IN | -0.1072469 | 0.03358572 | 2.521328 | 3:53:56PM | 74462 | 132
SKT | OUT | 0.6603018 | -0.01298093 | 2.305583 | 3:53:56PM | 74462 | 109
IN   |22|LH1|0.906784852041642|0.194318577884412|0.26396608822075|3:53:56PM|74463|132
SKT | IN | -0.1096372 | 0.0278731 | 2.520932 | 3:53:56PM | 74494 | 132
SKT | OUT | 0.658234 | -0.01218084 | 2.307343 | 3:53:56PM | 74494 | 109
IN   |22|LH1|0.866918403732785|0.22500256493212|0.266783540224741|3:53:56PM|74494|132
SKT | IN | -0.1107346 | 0.03469367 | 2.519116 | 3:53:56PM | 74531 | 132
SKT | OUT | 0.6581361 | -0.01065094 | 2.307591 | 3:53:56PM | 74531 | 109
IN   |22|LH1|0.85187621762486|0.22741426942452|0.268458073144839|3:53:56PM|74531|132
SKT | IN | -0.1154829 | 0.03426709 | 2.516727 | 3:53:56PM | 74562 | 132
SKT | OUT | 0.6564115 | -0.01189432 | 2.308787 | 3:53:56PM | 74562 | 109
IN   |22|LH1|0.785237865700368|0.234122191308441|0.284630691106312|3:53:56PM|74562|132
SKT | IN | -0.1164696 | 0.03328036 | 2.518659 | 3:53:56PM | 74597 | 132
SKT | OUT | 0.6589277 | -0.01078161 | 2.308592 | 3:53:56PM | 74597 | 109
IN   |22|LH1|0.761427359319647|0.257053483510288|0.289560770177291|3:53:56PM|74597|132
SKT | IN | -0.1192015 | 0.03616449 | 2.514699 | 3:53:56PM | 74631 | 132
SKT | OUT | 0.657576 | -0.004773439 | 2.310397 | 3:53:56PM | 74631 | 109
IN   |22|LH1|0.717986062758613|0.277413511691926|0.29907098944355|3:53:56PM|74631|132
SKT | IN | -0.1200166 | 0.03630192 | 2.511538 | 3:53:56PM | 74663 | 132
SKT | OUT | 0.6561599 | -0.007931182 | 2.310506 | 3:53:56PM | 74663 | 109
IN   |22|LH1|0.710130408826308|0.279762399584342|0.301673596501628|3:53:56PM|74663|132
SKT | IN | -0.1221001 | 0.03672066 | 2.511247 | 3:53:56PM | 74713 | 132
SKT | OUT | 0.6563689 | -0.002692935 | 2.310701 | 3:53:56PM | 74713 | 109
IN   |22|LH1|0.68103755989769|0.290142425543804|0.312052344864676|3:53:56PM|74713|132
SKT | IN | -0.1214475 | 0.03652419 | 2.510127 | 3:53:56PM | 74731 | 132
SKT | OUT | 0.6564559 | -0.008377939 | 2.310984 | 3:53:56PM | 74731 | 109
IN   |22|LH1|0.674133911372278|0.303744990761125|0.312592780188465|3:53:56PM|74731|132
SKT | IN | -0.1252492 | 0.03797705 | 2.507093 | 3:53:56PM | 74762 | 132
SKT | OUT | 0.6554827 | -0.001873522 | 2.313133 | 3:53:56PM | 74762 | 109
IN   |22|LH1|0.652305259473097|0.317866776300144|0.320785021526013|3:53:56PM|74762|132
SKT | IN | -0.1278003 | 0.03710763 | 2.504332 | 3:53:56PM | 74798 | 132
SKT | OUT | 0.6559881 | -0.005882493 | 2.313035 | 3:53:56PM | 74798 | 109
IN   |22|LH1|0.624580158357649|0.305184855701672|0.321105366695055|3:53:56PM|74798|132
SKT | IN | -0.1275408 | 0.03578225 | 2.505188 | 3:53:56PM | 74830 | 132
SKT | OUT | 0.6577422 | -0.006306201 | 2.313509 | 3:53:56PM | 74830 | 109
IN   |22|LH1|0.623790098774106|0.307712985457896|0.321210807313538|3:53:56PM|74830|132
SKT | IN | -0.1240449 | 0.03875901 | 2.504274 | 3:53:56PM | 74863 | 132
SKT | OUT | 0.6572267 | -0.0009123282 | 2.313211 | 3:53:56PM | 74863 | 109
IN   |22|LH1|0.619157506472924|0.308544024044413|0.320136850804876|3:53:56PM|74863|132
SKT | IN | -0.1236022 | 0.03697452 | 2.503387 | 3:53:56PM | 74904 | 132
SKT | OUT | 0.6581141 | -0.002619955 | 2.313687 | 3:53:56PM | 74904 | 109
IN   |22|LH1|0.604940487085073|0.311015565222188|0.326069450216483|3:53:56PM|74904|132
SKT | IN | -0.1238402 | 0.04094708 | 2.502115 | 3:53:56PM | 74948 | 132
SKT | OUT | 0.6580917 | -0.004453594 | 2.314316 | 3:53:56PM | 74948 | 109
IN   |22|LH1|0.604837430652033|0.316408346491576|0.328483945012304|3:53:56PM|74948|132
SKT | IN | -0.1216121 | 0.03648128 | 2.50183 | 3:53:57PM | 74998 | 132
SKT | OUT | 0.6610952 | -0.002589801 | 2.314608 | 3:53:57PM | 74998 | 109
IN   |22|LH1|0.670054569395837|0.34633157623885|0.309485440989454|3:53:57PM|74998|132
SKT | IN | -0.1231979 | 0.03941736 | 2.502656 | 3:53:57PM | 75006 | 132
SKT | OUT | 0.6614819 | -0.001970593 | 2.314106 | 3:53:57PM | 75006 | 109
IN   |22|LH1|0.577673209256023|0.311310904559214|0.332473522376647|3:53:57PM|75006|132
SKT | IN | -0.1242158 | 0.0431198 | 2.502188 | 3:53:57PM | 75033 | 132
SKT | OUT | 0.6616892 | -0.004870305 | 2.313876 | 3:53:57PM | 75033 | 109
IN   |22|LH1|0.672761752815299|0.350261428028609|0.309619164012386|3:53:57PM|75033|132
SKT | IN | -0.125075 | 0.03970763 | 2.500387 | 3:53:57PM | 75066 | 132
SKT | OUT | 0.6630948 | -0.007377331 | 2.313555 | 3:53:57PM | 75066 | 109
IN   |22|LH1|0.653689517773226|0.358748195039569|0.333346492019552|3:53:57PM|75066|132
SKT | IN | -0.1250885 | 0.0376804 | 2.500925 | 3:53:57PM | 75115 | 132
SKT | OUT | 0.6632884 | -0.003306296 | 2.314269 | 3:53:57PM | 75115 | 109
IN   |22|LH1|0.65520794613164|0.356370252979704|0.333297109570477|3:53:57PM|75115|132
SKT | IN | -0.125083 | 0.0433258 | 2.501129 | 3:53:57PM | 75134 | 132
SKT | OUT | 0.6654747 | -0.004928806 | 2.313723 | 3:53:57PM | 75134 | 109
IN   |22|LH1|0.654913916412619|0.35669059380031|0.333525395364027|3:53:57PM|75134|132
SKT | IN | -0.1247036 | 0.03764321 | 2.499927 | 3:53:57PM | 75165 | 132
SKT | OUT | 0.665051 | -0.006477088 | 2.313858 | 3:53:57PM | 75165 | 109
IN   |22|LH1|0.652729465739116|0.35339296069427|0.334300225957563|3:53:57PM|75165|132
SKT | IN | -0.1260902 | 0.03598469 | 2.501263 | 3:53:57PM | 75201 | 132
SKT | OUT | 0.6658521 | -0.005597726 | 2.313887 | 3:53:57PM | 75201 | 109
IN   |22|LH1|0.654530062491984|0.351976458284269|0.333952730872343|3:53:57PM|75201|132
SKT | IN | -0.1259515 | 0.04081566 | 2.500551 | 3:53:57PM | 75234 | 132
SKT | OUT | 0.6661288 | -0.005603377 | 2.314196 | 3:53:57PM | 75234 | 109
IN   |22|LH1|0.587460172930008|0.313970746541213|0.340197867244387|3:53:57PM|75234|132
SKT | IN | -0.1249809 | 0.03937245 | 2.500244 | 3:53:57PM | 75267 | 132
SKT | OUT | 0.6674175 | -0.001611559 | 2.314366 | 3:53:57PM | 75267 | 109
IN   |22|LH1|0.588216079051358|0.313569352043207|0.340043372002382|3:53:57PM|75267|132
SKT | IN | -0.1224312 | 0.03955857 | 2.500995 | 3:53:57PM | 75316 | 132
SKT | OUT | 0.6676319 | -0.004785503 | 2.315327 | 3:53:57PM | 75316 | 109
IN   |22|LH1|0.588221860702026|0.313482100143417|0.339994913425318|3:53:57PM|75316|132
SKT | IN | -0.1255538 | 0.03642577 | 2.501134 | 3:53:57PM | 75334 | 132
SKT | OUT | 0.666849 | -0.003163587 | 2.31512 | 3:53:57PM | 75334 | 109
IN   |22|LH1|0.577160728509187|0.310203836482345|0.34045938262799|3:53:57PM|75334|132
SKT | IN | -0.1251672 | 0.04185484 | 2.501083 | 3:53:57PM | 75386 | 132
SKT | OUT | 0.6668989 | -0.007032906 | 2.315966 | 3:53:57PM | 75386 | 109
IN   |22|LH1|0.580340815190499|0.311107465788769|0.339882588470241|3:53:57PM|75386|132
SKT | IN | -0.1249324 | 0.04033444 | 2.500573 | 3:53:57PM | 75402 | 132
SKT | OUT | 0.6667163 | -0.006631725 | 2.317173 | 3:53:57PM | 75402 | 109
IN   |22|LH1|0.577835691521186|0.30985083579761|0.338879263466895|3:53:57PM|75402|132
SKT | IN | -0.1250155 | 0.03794323 | 2.501481 | 3:53:57PM | 75435 | 132
SKT | OUT | 0.6674658 | -0.004906606 | 2.317224 | 3:53:57PM | 75435 | 109
IN   |22|LH1|0.576077652485606|0.309113187734979|0.338523095905706|3:53:57PM|75435|132
SKT | IN | -0.1228603 | 0.03799414 | 2.501393 | 3:53:57PM | 75469 | 132
SKT | OUT | 0.6677179 | -0.007013724 | 2.317964 | 3:53:57PM | 75469 | 109
IN   |22|LH1|0.579038215255474|0.31102533934211|0.338743782106911|3:53:57PM|75469|132
SKT | IN | -0.1226232 | 0.0391557 | 2.501266 | 3:53:57PM | 75516 | 132
SKT | OUT | 0.6680964 | -0.002764629 | 2.318499 | 3:53:57PM | 75516 | 109
IN   |22|LH1|0.580587340006609|0.311117955088198|0.338856554096832|3:53:57PM|75516|132
SKT | IN | -0.1212724 | 0.03593491 | 2.502362 | 3:53:57PM | 75534 | 132
SKT | OUT | 0.6686348 | -0.003913766 | 2.318773 | 3:53:57PM | 75534 | 109
IN   |22|LH1|0.674821927801764|0.353642498743736|0.315145885588177|3:53:57PM|75534|132
SKT | IN | -0.121403 | 0.03449275 | 2.502398 | 3:53:57PM | 75585 | 132
SKT | OUT | 0.6713525 | -0.001784444 | 2.318904 | 3:53:57PM | 75585 | 109
IN   |22|LH1|0.674177422763902|0.353425054374623|0.315413659459592|3:53:57PM|75585|132
SKT | IN | -0.1208995 | 0.03340944 | 2.501154 | 3:53:57PM | 75601 | 132
SKT | OUT | 0.6710752 | 0.0008273396 | 2.319378 | 3:53:57PM | 75601 | 109
IN   |22|LH1|0.67405094170496|0.354732700503911|0.31656623449611|3:53:57PM|75601|132
SKT | IN | -0.1217334 | 0.03699307 | 2.501539 | 3:53:57PM | 75633 | 132
SKT | OUT | 0.6696101 | -0.002821201 | 2.320212 | 3:53:57PM | 75633 | 109
IN   |22|LH1|0.571901333750023|0.313862635239151|0.347241199231136|3:53:57PM|75633|132
SKT | IN | -0.1207736 | 0.03616821 | 2.501404 | 3:53:57PM | 75669 | 132
SKT | OUT | 0.6716307 | -0.004757671 | 2.320669 | 3:53:57PM | 75669 | 109
IN   |22|LH1|0.673637166252002|0.355563590094698|0.31886181802349|3:53:57PM|75669|132
SKT | IN | -0.1205737 | 0.03724853 | 2.501728 | 3:53:57PM | 75716 | 132
SKT | OUT | 0.6718919 | 0.0006716492 | 2.321382 | 3:53:57PM | 75716 | 109
IN   |22|LH1|0.601417673688908|0.332793049386503|0.351004100127367|3:53:57PM|75716|132
SKT | IN | -0.1197795 | 0.03625319 | 2.50183 | 3:53:57PM | 75733 | 132
SKT | OUT | 0.6719885 | -0.001510633 | 2.321949 | 3:53:57PM | 75733 | 109
IN   |22|LH1|0.636768652826094|0.348359288934568|0.347878581511376|3:53:57PM|75733|132
SKT | IN | -0.1211336 | 0.0345477 | 2.500614 | 3:53:57PM | 75765 | 132
SKT | OUT | 0.6718011 | -0.002649243 | 2.32318 | 3:53:57PM | 75765 | 109
IN   |22|LH1|0.636482014083184|0.348674504302045|0.348568207263691|3:53:57PM|75765|132
SKT | IN | -0.1203367 | 0.03474751 | 2.500607 | 3:53:57PM | 75798 | 132
SKT | OUT | 0.6709478 | -0.01025311 | 2.323198 | 3:53:57PM | 75798 | 109
IN   |22|LH1|0.637841774873782|0.349499851251657|0.348640179873537|3:53:57PM|75798|132
SKT | IN | -0.1197776 | 0.0378083 | 2.501774 | 3:53:57PM | 75833 | 132
SKT | OUT | 0.6723993 | -0.005181589 | 2.323894 | 3:53:57PM | 75833 | 109
IN   |22|LH1|0.63960303256025|0.350315871068539|0.348491108654303|3:53:57PM|75833|132
SKT | IN | -0.1204597 | 0.03622726 | 2.501495 | 3:53:57PM | 75866 | 132
SKT | OUT | 0.6718693 | -0.007031089 | 2.323745 | 3:53:57PM | 75867 | 109
IN   |22|LH1|0.641041411879003|0.350589844417809|0.348250603908357|3:53:57PM|75867|132
SKT | IN | -0.1172031 | 0.03189271 | 2.500706 | 3:53:57PM | 75897 | 132
SKT | OUT | 0.6716917 | -0.004202145 | 2.324507 | 3:53:57PM | 75897 | 109
IN   |22|LH1|0.641571774019657|0.35061919657672|0.348054564228205|3:53:57PM|75897|132
SKT | IN | -0.1174512 | 0.03021113 | 2.500278 | 3:53:57PM | 75933 | 132
SKT | OUT | 0.6713952 | -0.006629893 | 2.326205 | 3:53:57PM | 75933 | 109
IN   |22|LH1|0.62268091591555|0.33680458063573|0.346179640488808|3:53:57PM|75933|132
SKT | IN | -0.1194138 | 0.03362575 | 2.499515 | 3:53:57PM | 75965 | 132
SKT | OUT | 0.6704798 | -0.006276443 | 2.325835 | 3:53:57PM | 75965 | 109
IN   |22|LH1|0.595845890979737|0.309817401155683|0.336347377321101|3:53:57PM|75965|132
SKT | IN | -0.1200599 | 0.03636917 | 2.498622 | 3:53:58PM | 75998 | 132
SKT | OUT | 0.670778 | -0.005819635 | 2.326732 | 3:53:58PM | 75998 | 109
IN   |22|LH1|0.610940290757611|0.323807683062949|0.347824818120832|3:53:58PM|75998|132
SKT | IN | -0.119813 | 0.0336968 | 2.499282 | 3:53:58PM | 76033 | 132
SKT | OUT | 0.6694311 | -0.01025852 | 2.327561 | 3:53:58PM | 76033 | 109
IN   |22|LH1|0.590599013196246|0.317399615086689|0.351741349991704|3:53:58PM|76033|132
SKT | IN | -0.1181115 | 0.03776865 | 2.499349 | 3:53:58PM | 76066 | 132
SKT | OUT | 0.6681161 | -0.006831259 | 2.328557 | 3:53:58PM | 76066 | 109
IN   |22|LH1|0.604002727188589|0.326032040323801|0.355972922218139|3:53:58PM|76066|132
SKT | IN | -0.1182379 | 0.03316008 | 2.498968 | 3:53:58PM | 76094 | 132
SKT | OUT | 0.668045 | -0.008436441 | 2.328609 | 3:53:58PM | 76094 | 109
IN   |22|LH1|0.598453355826337|0.320179428430898|0.355876183877948|3:53:58PM|76094|132
SKT | IN | -0.1192208 | 0.03073068 | 2.498543 | 3:53:58PM | 76131 | 132
SKT | OUT | 0.667716 | -0.008704945 | 2.328691 | 3:53:58PM | 76131 | 109
IN   |22|LH1|0.611748112525681|0.324382240398959|0.35233650238037|3:53:58PM|76131|132
SKT | IN | -0.1141351 | 0.03438115 | 2.502224 | 3:53:58PM | 76163 | 132
SKT | OUT | 0.6669771 | -0.007782756 | 2.329395 | 3:53:58PM | 76163 | 109
IN   |22|LH1|0.650208010396782|0.346543895154833|0.352981931287798|3:53:58PM|76163|132
SKT | IN | -0.1172775 | 0.03397234 | 2.497896 | 3:53:58PM | 76195 | 132
SKT | OUT | 0.666595 | -0.008974144 | 2.330674 | 3:53:58PM | 76195 | 109
IN   |22|LH1|0.633311225726658|0.336963618678481|0.355247772096906|3:53:58PM|76195|132
SKT | IN | -0.1176173 | 0.02994445 | 2.499293 | 3:53:58PM | 76269 | 132
SKT | OUT | 0.666284 | -0.004569559 | 2.33053 | 3:53:58PM | 76269 | 109
IN   |22|LH1|0.61028458004629|0.32669858762383|0.359650886494055|3:53:58PM|76269|132
SKT | IN | -0.1145229 | 0.03167558 | 2.498631 | 3:53:58PM | 76272 | 132
SKT | OUT | 0.6656041 | -0.003585218 | 2.331447 | 3:53:58PM | 76272 | 109
IN   |22|LH1|0.611043466399943|0.327199183479213|0.360754645325634|3:53:58PM|76272|132
SKT | IN | -0.1150536 | 0.03273201 | 2.499701 | 3:53:58PM | 76330 | 132
SKT | OUT | 0.6652456 | -0.0079235 | 2.330844 | 3:53:58PM | 76330 | 109
IN   |22|LH1|0.611498369058683|0.327702699650914|0.361004209977746|3:53:58PM|76330|132
SKT | IN | -0.1127803 | 0.02762973 | 2.500062 | 3:53:58PM | 76340 | 132
SKT | OUT | 0.6648541 | -0.01234404 | 2.330426 | 3:53:58PM | 76340 | 109
IN   |22|LH1|0.612124933098081|0.328106776072069|0.361689723009499|3:53:58PM|76340|132
SKT | IN | -0.113099 | 0.03452501 | 2.500992 | 3:53:58PM | 76369 | 132
SKT | OUT | 0.6652629 | -0.005289313 | 2.330901 | 3:53:58PM | 76369 | 109
IN   |22|LH1|0.614080978767877|0.32925511596629|0.362473553904556|3:53:58PM|76369|132
SKT | IN | -0.1111077 | 0.03467003 | 2.500548 | 3:53:58PM | 76404 | 132
SKT | OUT | 0.6652673 | -0.006674957 | 2.331105 | 3:53:58PM | 76404 | 109
IN   |22|LH1|0.614504887010665|0.329588300218867|0.362946963804104|3:53:58PM|76404|132
SKT | IN | -0.108047 | 0.03009619 | 2.501219 | 3:53:58PM | 76437 | 132
SKT | OUT | 0.6653349 | -0.009137624 | 2.33058 | 3:53:58PM | 76437 | 109
IN   |22|LH1|0.617960466366073|0.332097894906215|0.363435364272079|3:53:58PM|76437|132
SKT | IN | -0.1109327 | 0.03227029 | 2.503112 | 3:53:58PM | 76468 | 132
SKT | OUT | 0.6647737 | -0.007281355 | 2.331187 | 3:53:58PM | 76468 | 109
IN   |22|LH1|0.620882278768217|0.331918527741091|0.36313980313405|3:53:58PM|76468|132
SKT | IN | -0.1085427 | 0.0329822 | 2.502925 | 3:53:58PM | 76499 | 132
SKT | OUT | 0.6640409 | -0.008095602 | 2.33028 | 3:53:58PM | 76499 | 109
IN   |22|LH1|0.630849665587872|0.33818885221843|0.364022100876083|3:53:58PM|76499|132
SKT | IN | -0.1077418 | 0.03555639 | 2.50339 | 3:53:58PM | 76531 | 132
SKT | OUT | 0.6642624 | -0.007316333 | 2.330103 | 3:53:58PM | 76531 | 109
IN   |22|LH1|0.630188948094101|0.338193316925909|0.364437694256007|3:53:58PM|76531|132
SKT | IN | -0.1101816 | 0.03306406 | 2.501967 | 3:53:58PM | 76563 | 132
SKT | OUT | 0.6644719 | -0.007149745 | 2.32955 | 3:53:58PM | 76563 | 109
IN   |22|LH1|0.629844969685752|0.337785034309333|0.364693278969254|3:53:58PM|76563|132
SKT | IN | -0.1077036 | 0.03154254 | 2.502398 | 3:53:58PM | 76598 | 132
SKT | OUT | 0.6646187 | -0.002581177 | 2.329432 | 3:53:58PM | 76599 | 109
IN   |22|LH1|0.635249740112697|0.341007779226378|0.36417939753146|3:53:58PM|76599|132
SKT | IN | -0.1085491 | 0.03446666 | 2.502469 | 3:53:58PM | 76630 | 132
SKT | OUT | 0.6643139 | -0.007450394 | 2.328928 | 3:53:58PM | 76630 | 109
IN   |22|LH1|0.633828050111666|0.340251368485324|0.36446326464826|3:53:58PM|76630|132
SKT | IN | -0.1094378 | 0.03017384 | 2.501814 | 3:53:58PM | 76664 | 132
SKT | OUT | 0.663695 | -0.01079721 | 2.327412 | 3:53:58PM | 76664 | 109
IN   |22|LH1|0.632497555218029|0.338776050546038|0.364087367961205|3:53:58PM|76664|132
SKT | IN | -0.1094033 | 0.03658607 | 2.502072 | 3:53:58PM | 76748 | 132
SKT | OUT | 0.663676 | -0.003656617 | 2.327889 | 3:53:58PM | 76748 | 109
IN   |22|LH1|0.628027385630266|0.336181430441824|0.364130819746643|3:53:58PM|76749|132
SKT | IN | -0.1084598 | 0.03763376 | 2.502022 | 3:53:58PM | 76752 | 132
SKT | OUT | 0.6636117 | -0.01122953 | 2.325999 | 3:53:58PM | 76752 | 109
